id,age,bmi,apartment,home,family,office,school
168,13,27,2,-1,47,-1,2
169,71,17,2,-1,47,-1,-1
170,72,28,2,-1,47,-1,-1
171,38,23,2,-1,48,-1,-1
172,44,15,2,-1,48,0,-1
173,8,17,2,-1,48,-1,1
174,3,28,2,-1,48,-1,0
175,77,20,2,-1,48,-1,-1
176,78,16,2,-1,48,-1,-1
177,36,19,2,-1,49,-1,-1
178,7,23,2,-1,49,-1,1
179,10,21,2,-1,49,-1,1
180,1,20,2,-1,49,-1,0
181,36,18,2,-1,50,1,-1
182,67,16,2,-1,50,-1,-1
183,67,28,2,-1,50,-1,-1
184,40,19,2,-1,51,0,-1
185,14,19,2,-1,51,-1,2
186,4,28,2,-1,51,-1,0
187,70,20,2,-1,51,-1,-1
188,42,16,2,-1,52,-1,-1
189,30,28,2,-1,52,2,-1
190,3,17,2,-1,52,-1,0
191,5,21,2,-1,52,-1,1
192,77,26,2,-1,52,-1,-1
193,76,19,2,-1,52,-1,-1
194,36,18,2,-1,53,0,-1
195,2,23,2,-1,53,-1,0
196,3,27,2,-1,53,-1,0
197,67,16,2,-1,53,-1,-1
198,69,22,2,-1,53,-1,-1
199,38,24,2,-1,54,-1,-1
200,6,16,2,-1,54,-1,1
201,7,19,2,-1,54,-1,1
202,36,26,2,-1,55,2,-1
203,9,17,2,-1,55,-1,1
204,8,18,2,-1,55,-1,1
205,40,26,2,-1,56,4,-1
206,1,15,2,-1,56,-1,0
207,10,17,2,-1,56,-1,1
208,9,22,2,-1,56,-1,1
209,40,28,2,-1,57,1,-1
210,35,18,2,-1,57,1,-1
211,10,28,2,-1,57,-1,1
212,8,16,2,-1,57,-1,1
213,74,20,2,-1,57,-1,-1
214,75,16,2,-1,57,-1,-1
215,43,22,2,-1,58,2,-1
216,15,24,2,-1,58,-1,2
217,77,28,2,-1,58,-1,-1
218,78,18,2,-1,58,-1,-1
219,30,27,2,-1,59,-1,-1
220,32,15,-1,0,60,0,-1
221,4,16,-1,0,60,-1,0
222,32,26,-1,1,61,2,-1
223,30,15,-1,1,61,2,-1
224,2,23,-1,1,61,-1,0
225,50,25,-1,2,62,1,-1
226,42,15,-1,2,62,-1,-1
227,6,26,-1,2,62,-1,1
228,46,23,-1,3,63,1,-1
229,11,27,-1,3,63,-1,2
230,80,16,-1,3,63,-1,-1
231,31,24,-1,4,64,2,-1
232,2,22,-1,4,64,-1,0
233,1,20,-1,4,64,-1,0
234,1,20,-1,4,64,-1,0
235,49,25,-1,5,65,2,-1
236,42,28,-1,5,65,3,-1
237,41,22,-1,6,66,4,-1
238,2,20,-1,6,66,-1,0
239,72,18,-1,6,66,-1,-1
240,71,20,-1,6,66,-1,-1
241,47,17,-1,7,67,4,-1
242,6,27,-1,7,67,-1,1
243,13,18,-1,7,67,-1,2
244,37,23,-1,8,68,0,-1
245,7,17,-1,8,68,-1,1
246,70,25,-1,8,68,-1,-1
247,68,15,-1,8,68,-1,-1
248,33,17,-1,9,69,3,-1
249,42,24,-1,9,69,-1,-1
250,75,19,-1,9,69,-1,-1
251,32,27,-1,10,70,0,-1
252,40,26,-1,10,70,4,-1
253,2,18,-1,10,70,-1,0
254,7,23,-1,10,70,-1,1
255,72,20,-1,10,70,-1,-1
256,74,22,-1,10,70,-1,-1
257,38,15,-1,11,71,-1,-1
258,3,15,-1,11,71,-1,0
259,1,16,-1,11,71,-1,0
260,49,26,-1,12,72,0,-1
261,44,26,-1,12,72,1,-1
262,80,26,-1,12,72,-1,-1
263,83,25,-1,12,72,-1,-1
264,45,25,-1,13,73,1,-1
265,78,23,-1,13,73,-1,-1
266,79,18,-1,13,73,-1,-1
267,37,26,-1,14,74,1,-1
268,47,25,-1,14,74,0,-1
269,32,25,-1,15,75,-1,-1
270,31,25,-1,15,75,-1,-1
271,1,15,-1,15,75,-1,0
272,1,25,-1,15,75,-1,0
273,62,15,-1,15,75,4,-1
274,67,23,-1,15,75,-1,-1
275,38,26,-1,16,76,-1,-1
276,33,24,-1,16,76,-1,-1
277,68,18,-1,16,76,-1,-1
278,68,21,-1,16,76,-1,-1
279,34,21,-1,17,77,0,-1
280,64,27,-1,17,77,0,-1
281,68,27,-1,17,77,-1,-1
282,47,19,-1,18,78,-1,-1
283,12,15,-1,18,78,-1,-1
284,79,26,-1,18,78,-1,-1
285,81,21,-1,18,78,-1,-1
286,34,19,-1,19,79,1,-1
287,37,28,-1,19,79,1,-1
288,1,16,-1,19,79,-1,0
289,4,25,-1,19,79,-1,0
290,72,17,-1,19,79,-1,-1
291,71,15,-1,19,79,-1,-1
292,38,24,-1,20,80,4,-1
293,7,23,-1,20,80,-1,1
294,5,18,-1,20,80,-1,1
295,69,26,-1,20,80,-1,-1
296,68,28,-1,20,80,-1,-1
297,33,17,-1,21,81,4,-1
298,7,20,-1,21,81,-1,1
299,2,21,-1,21,81,-1,0
300,66,19,-1,21,81,-1,-1
301,49,20,-1,22,82,-1,-1
302,49,24,-1,22,82,3,-1
303,83,16,-1,22,82,-1,-1
304,83,18,-1,22,82,-1,-1
305,47,15,-1,23,83,0,-1
306,41,25,-1,23,83,-1,-1
307,8,23,-1,23,83,-1,1
308,9,20,-1,23,83,-1,1
309,50,23,-1,24,84,-1,-1
310,5,20,-1,24,84,-1,1
311,85,27,-1,24,84,-1,-1
312,83,16,-1,24,84,-1,-1
